,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins,best_of_5_wins,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,w_tourney,tot_minutes,height,birthdate,sv1st,sv1st_win,sv2nd_win,df,ace,bpS,wmatch,lmatch,nmatch,w_surface_Hard,w_surface_Clay,w_surface_Grass,w_surface_Carpet,w_surface_unknown,l_surface_Hard,l_surface_Clay,l_surface_Grass,l_surface_Carpet,l_surface_unknown,n_tourney
3935,Sergio Gutierrez Ferrol,M,ESP,105300.0,R,156,361,50,0,23,0,-1,-1,-1,-1,39,22,11,1,-1,-1,-1,-1,1,4183.224699451512,182.65,05/03/1989,1860,1236,599,141,151.0,210.0,23,27,50,2,21,0,0,0,8,17,2,0,0,28
3936,Christoph Negritu,M,GER,122352.0,R,501,741,5,0,2,0,-1,-1,-1,-1,4,2,-1,-1,-1,-1,1,-1,0,356.0,187.44,24/03/1994,174,114,71,10,23.0,35.0,2,3,5,1,1,0,0,0,1,2,0,0,0,3
3937,Shinta Fujii,M,JPN,105242.0,U,1146,1476,7,0,2,0,1,-1,2,-1,4,2,-1,-1,-1,-1,-1,-1,0,597.0,176.29,22/11/1988,297,199,99,22,23.0,35.0,2,5,7,2,0,0,0,0,5,0,0,0,0,5
3938,Raul Isaias Rosas Zarur,M,MEX,105330.0,R,1429,1430,6,0,1,0,2,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,0,347.0,183.33,17/05/1989,169,103,54,37,8.0,13.0,1,5,6,0,1,0,0,0,4,1,0,0,0,5
3939,Nik Razborsek,M,SLO,106247.0,L,456,700,15,0,6,0,-1,-1,-1,-1,12,6,2,-1,1,-1,-1,-1,0,1524.0,184.0,10/10/1993,645,420,225,47,35.0,84.0,6,9,15,0,6,0,0,0,2,6,1,0,0,9
3940,Gustav Hansson,M,SWE,111784.0,U,648,651,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,214.0,185.33,16/04/1995,129,74,26,7,7.0,15.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
3941,Emil Reinberg,M,USA,202130.0,R,878,1058,7,0,3,0,-1,-1,-1,-1,7,3,-1,-1,-1,-1,-1,-1,0,657.0,186.77,28/04/1997,256,171,121,16,28.0,21.0,3,4,7,3,0,0,0,0,4,0,0,0,0,4
3942,Guy Orly Iradukunda,M,BDI,122474.0,U,1081,1081,4,0,3,0,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,0,278.0,185.76,30/03/1996,148,106,46,14,9.0,18.0,3,1,4,3,0,0,0,0,1,0,0,0,0,1
3943,Michael Shabaz,M,USA,104998.0,R,1606,1606,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,217.0,186.77,02/09/1987,99,71,29,6,9.0,6.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3944,Mikhail Fufygin,M,RUS,105545.0,U,575,675,6,0,2,0,-1,-1,-1,-1,6,2,-1,-1,-1,-1,-1,-1,0,601.0,187.27,13/05/1990,275,183,85,33,27.0,27.0,2,4,6,1,1,0,0,0,3,1,0,0,0,4
3945,Manuel Pena Lopez,M,ARG,126664.0,U,454,1666,23,0,8,0,4,-1,2,-1,16,8,1,-1,-1,-1,-1,-1,0,2698.632932602016,184.5,11/02/1998,986,642,361,75,36.0,106.0,8,15,23,0,8,0,0,0,2,13,0,0,0,15
3946,Yann Wojcik,M,SUI,144919.0,U,1230,1562,4,0,1,0,-1,-1,1,-1,3,1,-1,-1,-1,-1,-1,-1,0,321.0,182.83,04/12/1996,178,119,42,16,13.0,22.0,1,3,4,0,1,0,0,0,1,2,0,0,0,3
3947,William Griffith,M,USA,126570.0,U,907,1412,5,0,1,0,1,-1,-1,-1,3,1,-1,-1,1,-1,-1,-1,0,465.0,186.77,03/10/1995,212,140,59,2,11.0,22.0,1,4,5,1,0,0,0,0,4,0,0,0,0,4
3948,Henry Craig,M,USA,111809.0,R,599,704,9,0,2,0,-1,-1,3,-1,6,2,-1,-1,-1,-1,-1,-1,0,822.0,186.77,15/10/1994,371,249,172,42,29.0,42.0,2,7,9,2,0,0,0,0,7,0,0,0,0,7
3949,Stefan Seifert,M,GER,104510.0,L,761,761,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,199.0,187.44,09/03/1985,102,64,35,5,5.0,12.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3950,Tillmann Erdbories,M,GER,200459.0,R,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,150.0,187.44,17/05/1997,58,31,16,6,2.0,3.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3951,Nicolas Bianchi,M,ARG,206157.0,U,1544,1544,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,157.0,184.5,22/11/1996,68,45,19,11,2.0,4.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3952,Austin Hussey,M,USA,205992.0,U,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,120.0,186.77,01/05/1997,62,40,21,3,0.0,2.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3953,Matt Halpin,M,USA,245104.0,U,0,0,4,0,1,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,1,-1,0,350.0,186.77,unknown,159,99,61,27,17.0,20.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
3954,Kristian Lozan,M,RUS,200594.0,U,542,1076,7,0,2,0,1,-1,1,-1,5,2,-1,-1,-1,-1,-1,-1,0,604.0,187.27,30/10/1998,276,177,83,28,22.0,36.0,2,5,7,2,0,0,0,0,4,1,0,0,0,5
3955,Gergely Madarasz,M,HUN,124001.0,U,1356,1356,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,217.0,184.0,01/10/1994,146,106,24,5,13.0,15.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3956,Niels Lootsma,M,NED,125848.0,U,426,1027,6,0,1,0,-1,-1,3,-1,2,1,1,-1,-1,-1,-1,-1,0,598.0,190.25,21/08/1994,275,190,98,23,44.0,21.0,1,5,6,0,1,0,0,0,2,3,0,0,0,5
3957,Karl Poling,M,USA,207202.0,U,0,0,4,0,1,0,-1,-1,-1,-1,2,1,2,-1,-1,-1,-1,-1,0,308.0,186.77,05/08/1999,186,118,34,10,2.0,12.0,1,3,4,1,0,0,0,0,2,0,1,0,0,3
3958,Michael Zhu,M,USA,111568.0,U,754,915,11,0,4,0,-1,-1,-1,-1,11,4,-1,-1,-1,-1,-1,-1,0,895.0,186.77,14/08/1992,439,250,132,35,13.0,61.0,4,7,11,4,0,0,0,0,7,0,0,0,0,7
3959,Alberto Romero De Avila Senise,M,ESP,126737.0,U,748,898,11,0,5,0,-1,-1,-1,-1,11,5,-1,-1,-1,-1,-1,-1,0,854.0,182.65,08/12/1997,425,256,114,26,11.0,28.0,5,6,11,3,2,0,0,0,1,5,0,0,0,5
3960,Nicolas Alvarez Varona,M,ESP,200374.0,U,488,2077,11,0,2,0,1,-1,1,-1,4,2,2,-1,1,-1,2,-1,0,844.0,182.65,19/05/2001,415,274,152,37,35.0,49.0,2,9,11,2,0,0,0,0,5,4,0,0,0,9
3961,Kelsey Stevenson,M,CAN,105560.0,R,977,1932,7,0,2,0,2,-1,2,-1,3,2,-1,-1,-1,-1,-1,-1,0,371.0,188.57,30/05/1990,197,132,65,16,14.0,30.0,2,5,7,2,0,0,0,0,5,0,0,0,0,5
3962,Tyler Lu,M,USA,202167.0,U,796,953,7,0,1,0,-1,-1,-1,-1,7,1,-1,-1,-1,-1,-1,-1,0,573.0,186.77,18/08/1995,229,148,91,36,12.0,21.0,1,6,7,1,0,0,0,0,4,2,0,0,0,6
3963,Jack Mingjie Lin,M,CAN,200368.0,R,1701,1956,15,0,3,0,4,-1,2,-1,7,3,2,-1,-1,-1,-1,-1,0,1484.0,188.57,16/04/1999,562,379,220,61,45.0,52.0,3,12,15,3,0,0,0,0,12,0,0,0,0,12
3964,Jonathan Kanar,M,FRA,106355.0,U,491,690,16,0,6,0,-1,-1,-1,-1,14,6,2,-1,-1,-1,-1,-1,0,1425.0,186.96,22/09/1994,653,423,182,70,34.0,68.0,6,10,16,4,2,0,0,0,4,6,0,0,0,9
3965,Mirko Cutuli,M,ITA,127334.0,U,772,1061,7,0,3,0,-1,-1,-1,-1,7,3,-1,-1,-1,-1,-1,-1,0,528.0,185.71,17/05/1996,259,178,73,26,19.0,15.0,3,4,7,2,1,0,0,0,2,2,0,0,0,4
3966,Tae Woo Lee,M,KOR,132895.0,U,751,754,4,0,1,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,0,329.0,185.0,22/12/1991,147,95,37,11,12.0,12.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
3967,Pablo Vivero Gonzalez,M,ESP,132852.0,U,287,455,20,0,7,0,3,-1,-1,-1,17,7,-1,-1,-1,-1,-1,-1,0,1934.0,182.65,26/04/1995,881,602,304,135,84.0,83.0,7,13,20,7,0,0,0,0,11,2,0,0,0,13
3968,Quentin Gueydan,M,FRA,127606.0,U,1592,1925,13,0,4,0,-1,-1,-1,-1,9,4,3,-1,1,-1,-1,-1,0,1110.0,186.96,05/08/1994,466,325,233,45,63.0,57.0,4,9,13,4,0,0,0,0,9,0,0,0,0,8
3969,Bernardo Saraiva,M,POR,122369.0,R,728,1659,13,0,1,0,3,-1,1,-1,4,1,5,-1,-1,-1,-1,-1,0,1071.0,179.8,06/08/1993,472,283,148,46,13.0,45.0,1,12,13,0,1,0,0,0,10,2,0,0,0,12
3970,Constantin Bittoun Kouzmine,M,FRA,144970.0,L,621,621,3,0,1,0,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,0,343.0,186.96,08/01/1999,190,105,32,6,3.0,25.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
3971,Ray Ho,M,TPE,202052.0,L,861,1485,6,0,2,0,-1,-1,-1,-1,4,2,2,-1,-1,-1,-1,-1,0,576.0,180.33,13/02/2000,276,197,101,10,41.0,29.0,2,4,6,2,0,0,0,0,4,0,0,0,0,4
3972,Isaiah Strode,M,USA,200598.0,R,929,1339,7,0,4,0,-1,-1,-1,-1,7,4,-1,-1,-1,-1,-1,-1,0,608.0,186.77,15/09/1997,220,159,114,31,17.0,19.0,4,3,7,2,2,0,0,0,2,1,0,0,0,3
3973,Pietro Licciardi,M,ITA,111450.0,L,627,870,13,0,3,0,1,-1,5,-1,7,3,-1,-1,-1,-1,-1,-1,0,1426.0,185.71,17/05/1994,662,408,125,21,12.0,49.0,3,10,13,0,3,0,0,0,0,10,0,0,0,10
3974,Hugo Pontico,M,FRA,200006.0,U,1571,1571,3,0,1,0,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,0,255.0,186.96,24/10/1997,136,95,30,11,10.0,6.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
3975,Samuel Shropshire,M,USA,125829.0,R,906,1235,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,275.0,186.77,22/11/1994,140,94,49,16,14.0,24.0,1,2,3,0,1,0,0,0,1,1,0,0,0,2
3976,Thomas Statzberger,M,AUT,106060.0,R,444,503,9,0,3,0,-1,-1,-1,-1,9,3,-1,-1,-1,-1,-1,-1,0,866.0,185.2,27/09/1992,430,302,109,17,32.0,32.0,3,6,9,2,1,0,0,0,5,1,0,0,0,6
3977,Or Ram Harel,M,ISR,106384.0,R,723,723,3,0,1,0,-1,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,0,302.0,181.5,10/02/1995,120,75,33,6,3.0,11.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
3978,Conner Huertas Del Pino,M,PER,138485.0,U,687,1088,5,0,2,0,-1,-1,-1,-1,3,2,1,-1,1,-1,-1,-1,0,426.0,185.76,25/12/1995,226,153,50,10,22.0,21.0,2,3,5,0,2,0,0,0,0,3,0,0,0,3
3979,Vasile Alexandru Ghilea,M,ROU,106278.0,R,642,642,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,126.0,186.8,05/01/1994,70,43,15,6,0.0,5.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3980,Adrian Oetzbach,M,GER,144907.0,U,1879,1879,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,187.0,187.44,04/11/1997,88,48,15,4,5.0,10.0,1,1,2,0,1,0,0,0,0,1,0,0,0,1
3981,Takashi Saito,M,JPN,111447.0,R,580,769,6,0,1,0,-1,-1,-1,-1,5,1,1,-1,-1,-1,-1,-1,0,464.0,176.29,24/02/1995,231,135,52,11,9.0,31.0,1,5,6,0,1,0,0,0,2,3,0,0,0,5
3982,Clement Tabur,M,FRA,202127.0,U,1139,1261,4,0,1,0,-1,-1,1,-1,2,1,1,-1,-1,-1,-1,-1,0,254.0,186.96,29/01/2000,137,88,40,5,9.0,17.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
3983,Erik Holt Crossman,M,AUS,202322.0,U,0,0,4,0,2,0,-1,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1,0,362.0,187.08,15/05/1997,151,99,47,10,18.0,6.0,2,2,4,2,0,0,0,0,2,0,0,0,0,2
3984,Thomas Bosancic,M,AUS,200660.0,U,1724,1727,6,0,2,0,-1,-1,-1,-1,5,2,1,-1,-1,-1,-1,-1,0,505.0,187.08,16/07/2000,179,114,82,24,21.0,21.0,2,4,6,2,0,0,0,0,4,0,0,0,0,4
3985,Jayden Court,M,AUS,207854.0,R,1085,1281,6,0,3,0,-1,-1,-1,-1,5,3,-1,-1,1,-1,-1,-1,0,618.0,187.08,21/06/2000,314,216,101,21,40.0,35.0,3,3,6,3,0,0,0,0,3,0,0,0,0,3
3986,Moerani Bouzige,M,AUS,207728.0,R,1128,1128,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,230.0,187.08,13/07/1999,106,76,39,18,16.0,7.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
3987,Giuseppe Tresca,M,INA,239429.0,U,0,0,7,0,1,0,3,-1,-1,-1,4,2,4,3,-1,-1,-1,6,0,658.0,185.71,18/06/1998,286,189,92,32,25.0,25.0,1,6,7,1,0,0,0,0,2,4,0,0,0,6
3988,Boris Arias,M,BOL,106262.0,R,1122,1736,11,0,2,0,-1,-1,-1,-1,6,2,2,-1,2,-1,1,-1,0,871.6329326020161,185.76,10/11/1993,395,240,155,45,29.0,39.0,2,9,11,2,0,0,0,0,6,3,0,0,0,8
3989,Isaac Arturo Arevalo,M,MEX,205869.0,U,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,141.0,183.33,08/03/2000,72,47,13,7,2.0,6.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
3990,Juan Ignacio Batalla,M,MEX,207967.0,U,1437,1471,4,0,1,0,-1,-1,-1,-1,3,1,1,-1,-1,-1,-1,-1,0,346.0,183.33,11/08/1999,184,118,50,15,2.0,28.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
3991,Pierre Faivre,M,FRA,134786.0,U,846,875,4,0,1,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,0,360.0,186.96,13/02/1996,166,112,57,27,16.0,19.0,1,3,4,0,1,0,0,0,1,2,0,0,0,3
3992,Vladimir Polyakov,M,RUS,111443.0,R,883,1141,6,0,1,0,-1,-1,1,-1,5,1,-1,-1,-1,-1,-1,-1,0,303.0,187.27,18/06/1994,158,89,40,18,8.0,17.0,1,5,6,1,0,0,0,0,4,1,0,0,0,5
3993,Nicholas Bybel,M,USA,132609.0,U,1608,1984,3,0,1,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,0,284.0,186.77,31/10/1993,120,69,45,10,3.0,16.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
3994,Francesco Paschetto,M,ITA,206624.0,U,0,0,3,0,1,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,0,190.0,185.71,03/02/1998,79,56,28,15,4.0,6.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
3995,San Hui Sin,M,KOR,200321.0,U,1327,1425,5,0,1,0,2,-1,-1,-1,2,1,1,-1,-1,-1,-1,-1,0,345.0,185.0,18/03/1997,161,95,40,10,7.0,19.0,1,4,5,1,0,0,0,0,4,0,0,0,0,4
3996,Jack Molloy,M,GBR,206849.0,R,0,0,7,0,2,0,2,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1,0,692.0,183.43,03/08/1999,396,267,103,25,40.0,51.0,2,5,7,1,0,1,0,0,1,0,4,0,0,5
3997,Mark Whitehouse,M,GBR,126193.0,U,540,1330,7,0,2,0,-1,-1,-1,-1,4,2,2,-1,-1,-1,1,-1,0,435.0,183.43,08/05/1993,268,179,74,9,34.0,22.0,2,5,7,0,0,2,0,0,1,0,4,0,0,5
3998,Benjamin Pietri,M,FRA,202125.0,U,926,942,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,225.0,186.96,01/08/1996,106,64,37,6,8.0,6.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
3999,Harrison Adams,M,USA,106327.0,R,445,649,11,0,6,0,-1,-1,-1,-1,8,6,3,-1,-1,-1,-1,-1,0,861.0,186.77,27/05/1994,403,292,151,59,44.0,56.0,6,5,11,6,0,0,0,0,5,0,0,0,0,5
4000,Jaimee Floyd Angele,M,FRA,202126.0,U,708,1261,6,0,1,0,-1,-1,-1,-1,6,1,-1,-1,-1,-1,-1,-1,0,581.5486703076991,186.96,31/03/2000,248,164,61,25,41.0,18.0,1,5,6,1,0,0,0,0,3,2,0,0,0,5
4001,Cristian Carli,M,ITA,127798.0,U,485,725,5,0,1,0,-1,-1,2,-1,3,1,-1,-1,-1,-1,-1,-1,0,492.0,185.71,25/03/1996,186,113,72,26,7.0,20.0,1,4,5,0,1,0,0,0,1,3,0,0,0,4
4002,Karl Friberg,M,SWE,200418.0,R,731,1825,11,0,3,0,1,-1,2,-1,8,3,-1,-1,-1,-1,-1,-1,0,897.0,185.33,02/04/1999,439,273,104,30,20.0,61.0,3,8,11,0,3,0,0,0,2,6,0,0,0,8
4003,George Botezan,M,ROU,132958.0,R,1150,1154,6,0,2,0,2,-1,-1,-1,4,2,-1,-1,-1,-1,-1,-1,0,515.0,186.8,14/02/1997,226,153,78,22,17.0,18.0,2,4,6,0,2,0,0,0,0,4,0,0,0,4
4004,Robin Thour,M,SWE,133177.0,R,1444,1958,4,0,1,0,1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,0,316.0,185.33,08/12/1994,157,104,49,13,22.0,23.0,1,3,4,0,1,0,0,0,1,2,0,0,0,3
4005,Dante Gennaro,M,ARG,106182.0,R,506,1122,10,0,3,0,2,-1,1,-1,7,3,-1,-1,-1,-1,-1,-1,0,797.0,184.5,22/05/1993,410,260,110,30,16.0,40.0,3,7,10,0,3,0,0,0,1,6,0,0,0,7
4006,Marlon Vankan,M,GER,207535.0,U,0,0,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,186.0,187.44,29/08/2000,80,49,33,11,10.0,6.0,1,2,3,1,0,0,0,0,1,1,0,0,0,2
4007,Rrezart Cungu,M,MNE,200437.0,R,879,1181,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,235.0,169.0,19/07/1998,100,58,31,14,2.0,7.0,1,2,3,1,0,0,0,0,1,1,0,0,0,2
4008,Matthew Kandath,M,USA,111567.0,U,0,0,4,0,1,0,1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,0,283.0,186.77,25/10/1991,175,120,42,9,12.0,18.0,1,3,4,1,0,0,0,0,3,0,0,0,0,3
4009,Alessandro Damiano Ventre,M,BRA,104574.0,U,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,137.0,184.54,28/06/1985,61,42,27,7,8.0,4.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
4010,Ivan Sergeyev,M,UKR,105079.0,R,1593,1593,3,0,1,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,0,189.0,185.25,22/01/1988,86,46,18,6,3.0,5.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
4011,Jack Findel Hawkins,M,GBR,125800.0,U,845,851,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,362.0,183.43,10/10/1994,189,135,61,10,23.0,8.0,1,2,3,0,0,1,0,0,0,0,2,0,0,2
4012,Jonathan Gray,M,GBR,200164.0,U,588,1217,7,0,1,0,1,-1,1,-1,5,1,-1,-1,-1,-1,-1,-1,0,612.0,183.43,10/04/1997,352,225,65,10,17.0,33.0,1,6,7,0,0,1,0,0,2,0,4,0,0,6
4013,Alexis Canter,M,GBR,134545.0,U,1228,1251,7,0,2,0,1,-1,-1,-1,6,2,-1,-1,-1,-1,-1,-1,0,620.0,183.43,03/06/1998,290,190,98,13,18.0,21.0,2,5,7,1,0,1,0,0,2,0,3,0,0,5
4014,Jonathan Binding,M,GBR,132213.0,U,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,182.0,183.43,14/03/1993,89,59,36,14,8.0,12.0,1,1,2,0,0,1,0,0,0,0,1,0,0,1
4015,Andres Fernandez Canovas,M,ESP,200608.0,U,1260,1260,3,0,2,0,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,0,249.0,182.65,08/03/1999,105,69,33,11,4.0,6.0,2,1,3,0,2,0,0,0,0,1,0,0,0,1
4016,Luka Vukovic,M,CAN,202295.0,R,0,0,3,0,1,0,-1,-1,1,-1,2,1,-1,-1,-1,-1,-1,-1,0,256.0,188.57,06/03/2001,107,66,43,13,3.0,16.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
4017,Christian Hirschmueller,M,GER,122353.0,R,684,999,4,0,1,0,-1,-1,1,-1,2,1,1,-1,-1,-1,-1,-1,0,387.0,187.44,14/03/1993,209,157,59,21,33.0,23.0,1,3,4,1,0,0,0,0,1,2,0,0,0,3
4018,Hugo Voljacques,M,FRA,138652.0,R,684,684,3,0,2,0,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,0,230.0,186.96,05/01/1993,103,74,41,9,10.0,11.0,2,1,3,2,0,0,0,0,1,0,0,0,0,1
4019,Christian Seraphim,M,GER,200365.0,U,1092,1575,4,0,1,0,-1,-1,-1,-1,4,1,-1,-1,-1,-1,-1,-1,0,306.0,187.44,26/05/1995,174,130,48,13,36.0,14.0,1,3,4,1,0,0,0,0,2,1,0,0,0,3
4020,Siddharth Vishwakarma,M,IND,144927.0,U,1095,1700,7,0,2,0,1,-1,1,-1,3,2,2,-1,-1,-1,-1,-1,0,680.0,183.8,07/10/1994,277,197,127,31,48.0,35.0,2,5,7,2,0,0,0,0,5,0,0,0,0,5
4021,Haadin Bava,M,IND,122055.0,U,681,907,3,0,1,0,1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,262.0,183.8,02/12/1994,103,66,52,8,6.0,9.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
4022,Juan Carlos Saez,M,CHI,105820.0,R,342,770,8,0,1,0,4,-1,1,-1,3,1,-1,-1,-1,-1,-1,-1,0,896.0,185.0,06/08/1991,396,240,101,23,18.0,40.0,1,7,8,0,1,0,0,0,1,6,0,0,0,7
4023,Rui Xuan Wang,M,CHN,200055.0,U,1232,2154,12,0,1,0,4,-1,3,-1,4,1,1,-1,-1,-1,-1,-1,0,811.0,183.67,unknown,399,215,152,54,34.0,52.0,1,11,12,1,0,0,0,0,6,5,0,0,0,11
4024,Kenneth Raisma,M,EST,144807.0,L,698,905,8,0,2,0,-1,-1,2,-1,6,2,-1,-1,-1,-1,-1,-1,0,614.0,190.0,06/04/1998,323,208,96,33,18.0,40.0,2,6,8,2,0,0,0,0,3,3,0,0,0,6
4025,Lukas Ollert,M,GER,121779.0,R,696,722,6,0,1,0,-1,-1,2,-1,4,1,-1,-1,-1,-1,-1,-1,0,589.0,187.44,25/11/1992,275,171,94,23,14.0,45.0,1,5,6,1,0,0,0,0,4,1,0,0,0,5
4026,Martim Leote Prata,M,POR,206425.0,U,1965,1966,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,261.0,179.8,01/09/2000,139,79,24,12,2.0,26.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
4027,Simon Beaupain,M,BEL,202247.0,U,992,1942,3,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,1,-1,0,236.0,173.67,24/05/1999,86,48,29,3,6.0,8.0,1,2,3,0,1,0,0,0,0,2,0,0,0,2
4028,Joshua Paris,M,GBR,126219.0,R,898,1032,5,0,1,0,-1,-1,1,-1,4,1,-1,-1,-1,-1,-1,-1,0,492.0,183.43,07/03/1996,259,180,63,11,24.0,16.0,1,4,5,1,0,0,0,0,2,0,2,0,0,4
4029,George Houghton,M,GBR,245100.0,U,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,140.0,183.43,16/07/1998,75,57,19,2,6.0,5.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
4030,Billy Harris,M,GBR,126129.0,U,634,644,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,285.0,183.43,28/01/1995,131,93,39,14,19.0,11.0,1,2,3,0,0,1,0,0,1,0,1,0,0,2
4031,Maxime Tchoutakian,M,FRA,106280.0,U,564,747,3,0,1,0,-1,-1,-1,-1,3,1,-1,-1,-1,-1,-1,-1,0,342.0,186.96,15/01/1994,131,82,44,10,7.0,13.0,1,2,3,1,0,0,0,0,2,0,0,0,0,2
4032,Thomas Laurent,M,FRA,145014.0,R,0,0,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,188.0,186.96,28/12/1997,105,70,29,7,11.0,13.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
4033,Paul Cayre,M,FRA,122520.0,U,1248,1248,2,0,1,0,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,0,175.0,186.96,03/05/1995,53,29,30,7,5.0,12.0,1,1,2,1,0,0,0,0,1,0,0,0,0,1
4034,Samuel Bensoussan,M,FRA,123827.0,U,415,452,5,0,2,0,-1,-1,-1,-1,5,2,-1,-1,-1,-1,-1,-1,0,400.0,186.96,23/11/1991,171,98,49,7,9.0,16.0,2,3,5,0,2,0,0,0,0,3,0,0,0,3
4035,Shi Hong Zeng,M,CHN,144831.0,U,1165,1988,9,0,1,0,1,-1,3,-1,5,1,-1,-1,-1,-1,-1,-1,0,764.0,183.67,19/07/1997,360,210,95,30,20.0,47.0,1,8,9,1,0,0,0,0,7,1,0,0,0,8
4036,Ye Cong Mo,M,CHN,202168.0,U,789,791,5,0,2,0,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,0,393.0,183.67,27/06/2000,153,99,68,6,12.0,12.0,2,3,5,2,0,0,0,0,3,0,0,0,0,3
4037,Priska Madelyn Nugroho,F,INA,221187.0,R,1264,1266,23,0,10,0,-1,-1,-1,-1,2,-1,-1,-1,4,3,17,7,0,2060.0726775586577,173.77,03/06/2003,196,127,59,6,4.0,15.0,10,13,23,5,5,0,0,0,9,4,0,0,0,16
